자동차정비업체명,자동차정비업체종류,소재지도로명주소,소재지지번주소,위도,경도,사업등록일자,면적,영업상태,폐업일자,휴업시작일자,휴업종료일자,운영시작시각,운영종료시각,전화번호,관리기관명,관리기관전화번호,데이터기준일자
현대공업사,02,경기도 성남시 분당구 판교로715번길 5,경기도 성남시 분당구 야탑동 149-7번지,37.4054353,127.1520361,1999-12-22,645,01,,,,09:00,18:00,031-709-9155,성남시,031-729-3703,2020-06-30
만도공업사,02,경기도 성남시 중원구 금빛로69번길 1,경기도 성남시 중원구 금광동 3044번지,37.44794354,127.1666689,1999-12-22,499,01,,,,09:00,18:00,031-741-7391,성남시,031-729-3703,2020-06-30
성남현대자동차써비스 주식회사,02,경기도 성남시 중원구 둔촌대로 365,경기도 성남시 중원구 하대원동 230-4번지,37.43271801,127.1576141,2000-02-21,812,01,,,,09:00,18:00,031-722-2481,성남시,031-729-3703,2020-06-30
제일자동차공업사,02,경기도 성남시 중원구 마지로 63,경기도 성남시 중원구 하대원동 109-11번지,37.42859563,127.1368213,2000-04-04,584,01,,,,09:00,18:00,031-722-2442,성남시,031-729-3703,2020-06-30
현대야탑써비스(주),02,경기도 성남시 분당구 판교로 582,경기도 성남시 분당구 야탑동 491번지,37.40743857,127.137822,2001-03-03,652,01,,,,09:00,18:00,031-701-5566,성남시,031-729-3703,2020-06-30
쌍용자동차분당정비사업소(주),02,경기도 성남시 분당구 동원로 4,경기도 성남시 분당구 동원동 59-20번지,37.3451789,127.1010115,2002-09-03,1677,01,,,,09:00,18:00,031-719-5582,성남시,031-729-3703,2020-06-30
모터스케이 주식회사,02,경기도 성남시 분당구 방아로 4,경기도 성남시 분당구 이매동 92-2번지,37.39771685,127.1295915,2005-05-12,818,01,,,,09:00,18:00,031-705-8300,성남시,031-729-3703,2020-06-30
스투트가르트스포츠카(주)분당지점,02,경기도 성남시 수정구 설개로2번길 10,경기도 성남시 수정구 시흥동 205-1번지,37.4215361,127.1041733,2008-07-15,2120,01,,,,09:00,18:00,031-729-0910,성남시,031-729-3703,2020-06-30
맥자동차공업 주식회사,02,경기도 성남시 수정구 성남대로 1323,경기도 성남시 수정구 태평동 7159번지,37.44815211,127.1263423,2008-10-07,412,01,,,,09:00,18:00,031-758-8080,성남시,031-729-3703,2020-06-30
(주)광장오토모티브,02,경기도 성남시 분당구 새마을로 59,경기도 성남시 분당구 서현동 104-2번지,37.38345025,127.1374077,2009-10-20,708,01,,,,09:00,18:00,031-714-0882,성남시,031-729-3703,2020-06-30
한국카공업사,03,경기도 성남시 중원구 둔촌대로127번길 22(성남동),경기도 성남시 중원구 성남동 3608번지 이화쉐르빌,37.43100771,127.1328215,2010-10-29,77,01,,,,09:00,18:00,031-757-3990,성남시,031-729-3703,2020-06-30
JIN MOTORS,03,경기도 성남시 분당구 판교로711번길 10,경기도 성남시 분당구 야탑동 149-4번지,37.40561576,127.1518332,2010-12-27,174,01,,,,09:00,18:00,031-781-8272,성남시,031-729-3703,2020-06-30
에어로 모터스,03,경기도 성남시 분당구 쇳골북로 28,경기도 성남시 분당구 금곡동 67-11번지,37.36336751,127.0983312,2011-01-04,311,01,,,,09:00,18:00,031-717-2324,성남시,031-729-3703,2020-06-30
별비 모터스,03,경기도 성남시 중원구 마지로 154,경기도 성남시 중원구 하대원동 342-3번지,37.4269194,127.1461368,2011-03-22,72,01,,,,09:00,18:00,031-755-7441,성남시,031-729-3703,2020-06-30
김동필 기능장모터스,03,경기도 성남시 수정구 성남대로 1203,경기도 성남시 수정구 수진동 4593번지,37.4372195,127.1277432,2011-07-27,147,01,,,,09:00,18:00,031-752-5182,성남시,031-729-3703,2020-06-30
스피드메이트 탑주유소점,03,경기도 성남시 분당구 판교로 751,경기도 성남시 분당구 야탑동 193번지,37.40562067,127.1563601,2011-07-28,129,01,,,,09:00,18:00,031-758-4252,성남시,031-729-3703,2020-06-30
판교정비센터,03,경기도 성남시 수정구 사송로77번길 63,경기도 성남시 수정구 사송동 338번지,37.40991763,127.1147026,2011-09-07,261,01,,,,09:00,18:00,031-715-3546,성남시,031-729-3703,2020-06-30
센트럴모터스 판교서비스센터,03,경기도 성남시 분당구 대왕판교로 381,경기도 성남시 분당구 백현동 366-10번지,37.37811986,127.101688,2011-10-18,297,01,,,,09:00,18:00,031-696-8601,성남시,031-729-3703,2020-06-30
대원자동차공업사,03,경기도 성남시 중원구 박석로 64,경기도 성남시 중원구 상대원동 926-19번지,37.43855221,127.166074,2011-11-23,82,01,,,,09:00,18:00,031-733-1025,성남시,031-729-3703,2020-06-30
이송카공업사,03,경기도 성남시 수정구 제일로 131,경기도 성남시 수정구 수진동 3405번지,37.43836361,127.1328119,2000-09-19,87,01,,,,09:00,18:00,031-757-5277,성남시,031-729-3703,2020-06-30
아지트 자동차정비공업사,03,경기도 성남시 중원구 둔촌대로 403,경기도 성남시 중원구 상대원동 1750번지,37.43345132,127.1617014,2001-02-20,119,01,,,,09:00,18:00,031-745-5525,성남시,031-729-3703,2020-06-30
현대자동차정자점,03,경기도 성남시 분당구 내정로107번길 3,경기도 성남시 분당구 정자동 62-7번지,37.36960638,127.1141896,2001-04-13,79,01,,,,09:00,18:00,031-719-1172,성남시,031-729-3703,2020-06-30
월드카공업사,03,경기도 성남시 중원구 제일로74번길 25,경기도 성남시 중원구 성남동 2333번지,37.4341769,127.1380427,2001-08-01,73,01,,,,09:00,18:00,031-754-8004,성남시,031-729-3703,2020-06-30
애니카랜드 야탑점,03,경기도 성남시 분당구 판교로711번길 4,경기도 성남시 분당구 야탑동 149-8번지,37.40522651,127.1518369,2006-02-24,144,01,,,,09:00,18:00,031-708-5109,성남시,031-729-3703,2020-06-30
테크노카,03,경기도 성남시 분당구 판교로711번길 6,경기도 성남시 분당구 야탑동 149-6번지,37.40546439,127.1518329,2007-06-22,74,01,,,,09:00,18:00,031-707-5286,성남시,031-729-3703,2020-06-30
젊음 오토샵,03,경기도 성남시 분당구 성남대로779번길 52,경기도 성남시 분당구 이매동 137-4번지,37.39948287,127.1228273,2007-12-05,70,01,,,,09:00,18:00,031-704-0090,성남시,031-729-3703,2020-06-30
오토오아시스 분당대일점,03,경기도 성남시 분당구 양현로 312,경기도 성남시 분당구 야탑동 348번지,37.41161627,127.1242974,2008-01-15,121,01,,,,09:00,18:00,031-781-5757,성남시,031-729-3703,2020-06-30
타이어 컬렉션,03,경기도 성남시 분당구 대왕판교로 198,경기도 성남시 분당구 금곡동 111-2번지,37.36126662,127.1022251,2019-10-15,955,01,,,,09:00,18:00,031-716-8256,성남시,031-729-3703,2020-06-30
서대원 정비 앤 세차,03,경기도 성남시 중원구 둔촌대로 265,경기도 성남시 중원구 하대원동 129-14번지,37.4292514,127.1475273,2020-03-26,38,01,,,,09:00,18:00,031-721-9914,성남시,031-729-3703,2020-06-30
코오롱오토모티브(주)판교서비스센터,03,경기도 성남시 분당구 대왕판교로 372,경기도 성남시 분당구 백현동 472-99번지,37.376777,127.102171,2020-05-08,1166,01,,,,09:00,18:00,031-705-7711,성남시,031-729-3703,2020-06-30
현대공업사,02,경기도 성남시 분당구 판교로715번길 5,경기도 성남시 분당구 야탑동 149-7번지,37.4054353,127.1520361,1999-12-22,645,01,,,,09:00,18:00,031-709-9155,성남시,031-729-3703,2020-06-30
성남현대자동차써비스 주식회사,02,경기도 성남시 중원구 둔촌대로 365,경기도 성남시 중원구 하대원동 230-4번지,37.43271801,127.1576141,2000-02-21,812,01,,,,09:00,18:00,031-722-2481,성남시,031-729-3703,2020-06-30
현대야탑써비스(주),02,경기도 성남시 분당구 판교로 582,경기도 성남시 분당구 야탑동 491번지,37.40743857,127.137822,2001-03-03,652,01,,,,09:00,18:00,031-701-5566,성남시,031-729-3703,2020-06-30
명인모터스,02,경기도 성남시 수정구 산성대로 591,경기도 성남시 수정구 양지동 29번지 B동,37.46257684,127.1685995,2004-09-24,446,01,,,,09:00,18:00,031-742-6904,성남시,031-729-3703,2020-06-30
AUTO R S MOTORS,03,경기도 성남시 분당구 동원로 15,경기도 성남시 분당구 동원동 100-1번지,37.34535311,127.0995762,2015-04-02,385,01,,,,09:00,18:00,031-716-1114,성남시,031-729-3703,2020-06-30
광진카공업사,03,경기도 성남시 수정구 산성대로 415,경기도 성남시 수정구 단대동 158-3번지,37.44905421,127.1583536,2015-04-24,81,01,,,,09:00,18:00,031-000-0000,성남시,031-729-3703,2020-06-30
원태호자동차오토케어,03,경기도 성남시 분당구 운중로267번길 3-7,경기도 성남시 분당구 판교동 589번지 102호,37.38941593,127.0918608,2015-07-22,92,01,,,,09:00,18:00,031-8017-8550,성남시,031-729-3703,2020-06-30
주식회사 에스엔테크,03,경기도 성남시 분당구 운중로267번길 3-7,경기도 성남시 분당구 판교동 589번지 101호,37.38941593,127.0918608,2015-07-28,125,01,,,,09:00,18:00,031-781-3345,성남시,031-729-3703,2020-06-30
한국타이어 경기총판,03,경기도 성남시 중원구 마지로 27(하대원동),경기도 성남시 중원구 하대원동 103-18,37.4283445,127.1326496,2015-07-29,322,01,,,,09:00,18:00,031-751-6471,성남시,031-729-3703,2020-06-30
삼평점기아오토큐(주),03,경기도 성남시 분당구 판교로227번길 6,"경기도 성남시 분당구 삼평동 617번지 브릿지타워 101,102,103,104호",37.40300817,127.0992549,2015-08-25,116,01,,,,09:00,18:00,031-702-8521,성남시,031-729-3703,2020-06-30
한성자동차(주) 분당판교지점,03,경기도 성남시 분당구 판교로 182,경기도 성남시 분당구 판교동 511번지,37.40001976,127.0956369,2015-12-14,436,01,,,,09:00,18:00,031-750-1900,성남시,031-729-3703,2020-06-30
TNS,03,경기도 성남시 수정구 설개로 75,경기도 성남시 수정구 사송동 529-2번지,37.4174871,127.109956,2015-12-31,183,01,,,,09:00,18:00,070-8848-0171,성남시,031-729-3703,2020-06-30
(주)알레스아우토,03,경기도 성남시 분당구 서판교로 150,경기도 성남시 분당구 판교동 512-2번지,37.39941441,127.0954735,2016-06-10,260,01,,,,09:00,18:00,031-8017-0920,성남시,031-729-3703,2020-06-30
타이어프로 판교점,03,경기도 성남시 분당구 대왕판교로 305,경기도 성남시 분당구 궁내동 281-4번지,37.37097316,127.1014254,2016-08-19,157,01,,,,09:00,18:00,031-718-8297,성남시,031-729-3703,2020-06-30
전진 타이어,03,경기도 성남시 중원구 둔촌대로 114-10,경기도 성남시 중원구 하대원동 101-27번지,37.42849381,127.1312624,2016-11-07,85,01,,,,09:00,18:00,031-752-5960,성남시,031-729-3703,2020-06-30
성실카공업사,03,경기도 성남시 중원구 희망로 389,경기도 성남시 중원구 상대원동 3001-1번지,37.44032363,127.1595149,2016-11-24,106,01,,,,09:00,18:00,031-749-9590,성남시,031-729-3703,2020-06-30
피렐리타이어 분당점,03,경기도 성남시 분당구 대왕판교로385번길 4-6,경기도 성남시 분당구 백현동 406-4번지,37.37868925,127.1017565,2014-01-22,128,01,,,,09:00,18:00,070-4407-7888,성남시,031-729-3703,2020-06-30
전진타이어,03,경기도 성남시 중원구 둔촌대로 242,경기도 성남시 중원구 하대원동 146-1번지,37.42800186,127.1451356,2014-05-22,137,01,,,,09:00,18:00,031-754-1199,성남시,031-729-3703,2020-06-30
서현세차장(서현카센터),03,경기도 성남시 분당구 새마을로 11,경기도 성남시 분당구 서현동 214-1번지,37.38417022,127.131822,2014-09-03,150,01,,,,09:00,18:00,031-704-2600,성남시,031-729-3703,2020-06-30
세광카센타,03,경기도 성남시 중원구 시민로 73,경기도 성남시 중원구 성남동 2843번지,37.43525772,127.1473372,2018-11-27,80,01,,,,09:00,18:00,031-749-1281,성남시,031-729-3703,2020-06-30
비샥,03,경기도 성남시 분당구 대왕판교로 245,경기도 성남시 분당구 궁내동 193-20번지,37.36564286,127.1012286,2019-01-17,636,01,,,,09:00,18:00,031-8016-8383,성남시,031-729-3703,2020-06-30
분당정비,03,경기도 성남시 분당구 동원북로 15,경기도 성남시 분당구 동원동 103-1번지,37.34607736,127.0997894,2011-12-15,210,01,,,,09:00,18:00,031-757-0707,성남시,031-729-3703,2020-06-30
모터비전센터,03,경기도 성남시 수정구 복정로 110-1,경기도 성남시 수정구 복정동 660-6번지,37.46278726,127.1271763,2011-12-16,71,01,,,,09:00,18:00,031-723-8603,성남시,031-729-3703,2020-06-30
선인자동차(주),03,경기도 성남시 분당구 새마을로 81,경기도 성남시 분당구 서현동 102번지,37.38350918,127.1394132,2012-01-16,795,01,,,,09:00,18:00,031-701-7004,성남시,031-729-3703,2020-06-30
진성자동차공업사,03,경기도 성남시 수정구 제일로 107,경기도 성남시 수정구 수진동 4430번지,37.43618205,127.1337933,2012-02-08,103,01,,,,09:00,18:00,031-753-7336,성남시,031-729-3703,2020-06-30
대아운수(주),03,경기도 성남시 중원구 둔촌대로268번길 26,경기도 성남시 중원구 하대원동 161-7번지,37.42680794,127.1488165,2012-03-28,257,01,,,,09:00,18:00,031-753-6640,성남시,031-729-3703,2020-06-30
태진카공업사,03,경기도 성남시 중원구 박석로 5,경기도 성남시 중원구 상대원동 1416번지,37.43336657,127.1656468,1998-12-05,78,01,,,,09:00,18:00,031-745-1141,성남시,031-729-3703,2020-06-30
남부자동차정비,03,경기도 성남시 중원구 금상로 37,경기도 성남시 중원구 상대원동 2993-10번지,37.43916141,127.1607825,1998-12-18,99,01,,,,09:00,18:00,031-744-7586,성남시,031-729-3703,2020-06-30
오토펜카센타,03,경기도 성남시 중원구 금빛로61번길 9,경기도 성남시 중원구 금광동 3090번지,37.44709018,127.1661065,1999-01-21,74,01,,,,09:00,18:00,031-747-1647,성남시,031-729-3703,2020-06-30
(주)애니카랜드 분당정자점,03,경기도 성남시 분당구 황새울로12번길 14,경기도 성남시 분당구 정자동 143-8번지,37.36092655,127.1116208,1999-03-20,78,01,,,,09:00,18:00,031-707-7998,성남시,031-729-3703,2020-06-30
일성자동차정비공업사,03,경기도 성남시 중원구 순환로 192,경기도 성남시 중원구 상대원동 178-7번지,37.44094044,127.1792732,1999-04-06,139,01,,,,09:00,18:00,031-744-0989,성남시,031-729-3703,2020-06-30
그린자동차정비공업사,03,경기도 성남시 분당구 불곡북로13번길 8-4,경기도 성남시 분당구 정자동 242-1번지,37.36016362,127.1248988,1999-05-25,79,01,,,,09:00,18:00,031-713-6522,성남시,031-729-3703,2020-06-30
쌍둥이카센타,03,경기도 성남시 분당구 느티로77번길 3,경기도 성남시 분당구 정자동 65-6번지,37.36878221,127.1129736,1999-06-23,75,01,,,,09:00,18:00,031-718-7799,성남시,031-729-3703,2020-06-30
동산카공업사,03,경기도 성남시 중원구 둔촌대로 383,경기도 성남시 중원구 상대원동 5430-5번지,37.43374316,127.1591168,1999-05-13,180,01,,,,09:00,18:00,031-742-1599,성남시,031-729-3703,2020-06-30
쌍둥이카센타,03,경기도 성남시 분당구 느티로77번길 3,경기도 성남시 분당구 정자동 65-6번지,37.36878221,127.1129736,1999-06-23,75,01,,,,09:00,18:00,031-718-7799,성남시,031-729-3703,2020-06-30
태광 카,03,경기도 성남시 분당구 금곡로23번길 19,경기도 성남시 분당구 구미동 142-4번지,37.34534606,127.1115255,1999-08-26,93,01,,,,09:00,18:00,031-8084-9121,성남시,031-729-3703,2020-06-30
(주)르노삼성자동차지정정비코너백현점,03,경기도 성남시 분당구 대왕판교로 397,경기도 성남시 분당구 백현동 409번지,37.37925856,127.1019198,2006-02-06,150,01,,,,09:00,18:00,031-706-5102,성남시,031-729-3703,2020-06-30
도우,03,경기도 성남시 분당구 대왕판교로395번길 14,경기도 성남시 분당구 백현동 403-3번지,37.37828647,127.1007353,2007-07-23,248,01,,,,09:00,18:00,031-706-7417,성남시,031-729-3703,2020-06-30
119카크리닉센타,03,경기도 성남시 중원구 둔촌대로425번길 7,경기도 성남시 중원구 상대원동 1589번지,37.43369328,127.1639662,2007-11-19,81,01,,,,09:00,18:00,031-731-8889,성남시,031-729-3703,2020-06-30
젊음 오토샵,03,경기도 성남시 분당구 성남대로779번길 52,경기도 성남시 분당구 이매동 137-4번지,37.39948287,127.1228273,2007-12-05,70,01,,,,09:00,18:00,031-704-0090,성남시,031-729-3703,2020-06-30
오토오아시스 성남제일점,03,경기도 성남시 수정구 성남대로 1268,경기도 성남시 수정구 태평동 6116-3번지,37.44280951,127.1276397,2008-01-15,59,01,,,,09:00,18:00,031-722-6426,성남시,031-729-3703,2020-06-30
분당점 현대자동차(주),03,경기도 성남시 분당구 장안로25번길 6-8,경기도 성남시 분당구 분당동 90-8번지,37.37007989,127.1427887,2008-01-16,328,01,,,,09:00,18:00,031-707-7722,성남시,031-729-3703,2020-06-30
한진모터스,03,경기도 성남시 분당구 황새울로214번길 8,경기도 성남시 분당구 수내동 21-1번지,37.37813187,127.1123147,2008-06-19,75,01,,,,09:00,18:00,031-717-0730,성남시,031-729-3703,2020-06-30
닥터카크리닉(카젠),03,경기도 성남시 중원구 자혜로 50-1,경기도 성남시 중원구 금광동 2905번지,37.45056946,127.1651287,2008-07-04,95,01,,,,09:00,18:00,031-706-8272,성남시,031-729-3703,2020-06-30
오토오아시스 동화점,03,경기도 성남시 분당구 돌마로 176,경기도 성남시 분당구 정자동 214번지,37.35462667,127.118903,2006-04-13,99,01,,,,09:00,18:00,031-718-1650,성남시,031-729-3703,2020-06-30
동부모터스,03,경기도 성남시 수정구 성남대로 1296,경기도 성남시 수정구 태평동 5196번지,37.44539046,127.1272192,2006-06-16,146,01,,,,09:00,18:00,031-758-9668,성남시,031-729-3703,2020-06-30
구미동차고지자가정비부대시설,01,경기도 성남시 분당구 탄천상로163번길 8,경기도 성남시 분당구 구미동 170-2번지,37.34242146,127.1054768,2003-09-03,1004,01,,,,09:00,18:00,031-718-0540,성남시,031-729-3703,2020-06-30
한성자동차(주),01,경기도 성남시 분당구 대왕판교로385번길 13,경기도 성남시 분당구 백현동 368번지,37.37747533,127.1009871,2004-11-29,3375,01,,,,09:00,18:00,031-779-7000,성남시,031-729-3703,2020-06-30
(주)현대자동차검사정비사업소,01,경기도 성남시 분당구 대왕판교로 277,경기도 성남시 분당구 궁내동 239-2번지,37.36823447,127.100925,2011-03-17,1380,01,,,,09:00,18:00,031-726-7890,성남시,031-729-3703,2020-06-30
한성자동차(주) 성남서비스팩토리,01,경기도 성남시 수정구 여수대로 36,경기도 성남시 수정구 시흥동 86-14번지,37.42204618,127.106081,2018-10-05,2692,01,,,,09:00,18:00,02-6421-1326,성남시,031-729-3703,2020-06-30
위례점 현대자동차,03,경기도 성남시 수정구 위례서로 34,경기도 성남시 수정구 창곡동 536번지,37.46816769,127.1372099,2019-02-26,100,01,,,,09:00,18:00,031-758-8239,성남시,031-729-3703,2020-06-30
상하운수(합자),03,경기도 성남시 중원구 마지로 46-16,경기도 성남시 중원구 하대원동 26번지,37.4278143,127.1361691,2019-05-28,70,01,,,,09:00,18:00,031-734-2264,성남시,031-729-3703,2020-06-30
현대H모터스,03,경기도 성남시 수정구 설개로2번길 15,경기도 성남시 수정구 시흥동 83-9번지,37.42107112,127.1042404,2019-07-15,335,01,,,,09:00,18:00,031-000-0000,성남시,031-729-3703,2020-06-30
피카소,03,경기도 성남시 수정구 탄천로 597,경기도 성남시 수정구 태평동 7068-5번지,37.44424508,127.1196368,2019-08-08,93,01,,,,09:00,18:00,031-753-1088,성남시,031-729-3703,2020-06-30
(주)에이치모터스,03,경기도 성남시 분당구 새마을로51번길 1,경기도 성남시 분당구 서현동 136-14번지,37.38369718,127.1358048,2019-09-11,100,01,,,,09:00,18:00,031-701-5656,성남시,031-729-3703,2020-06-30
타이어 컬렉션,03,경기도 성남시 분당구 대왕판교로 198,경기도 성남시 분당구 금곡동 111-2번지,37.36126662,127.1022251,2019-10-15,955,01,,,,09:00,18:00,031-716-8256,성남시,031-729-3703,2020-06-30
카포스오성,03,경기도 성남시 중원구 사기막골로 193(상대원동),경기도 성남시 중원구 상대원동 83번지 럭키참좋은힐,37.44520293,127.1800021,2019-11-05,144,01,,,,09:00,18:00,031-745-0113,성남시,031-729-3703,2020-06-30
서대원 정비 앤 세차,03,경기도 성남시 중원구 둔촌대로 265,경기도 성남시 중원구 하대원동 129-14번지,37.4292514,127.1475273,2020-03-26,38,01,,,,09:00,18:00,031-721-9914,성남시,031-729-3703,2020-06-30
코오롱오토모티브(주)판교서비스센터,03,경기도 성남시 분당구 대왕판교로 372,경기도 성남시 분당구 백현동 472-99번지,37.376777,127.102171,2020-05-08,1166,01,,,,09:00,18:00,031-705-7711,성남시,031-729-3703,2020-06-30
DC 타이어,03,경기도 성남시 중원구 제일로 19,경기도 성남시 중원구 하대원동 110-10번지,37.42891238,127.1371744,2017-03-24,150,01,,,,09:00,18:00,031-721-1661,성남시,031-729-3703,2020-06-30
도촌모터스,03,경기도 성남시 중원구 도촌로 12,경기도 성남시 중원구 도촌동 563번지 도촌 대덕프라자 113호114호,37.41520398,127.1507545,2017-05-30,79,01,,,,09:00,18:00,031-758-5109,성남시,031-729-3703,2020-06-30
대석카센타,03,경기도 성남시 중원구 마지로 87,경기도 성남시 중원구 하대원동 114-11번지,37.4283656,127.1393698,2017-11-08,71,01,,,,09:00,18:00,031-752-3960,성남시,031-729-3703,2020-06-30
오복카공업사,03,경기도 성남시 중원구 시민로 103,경기도 성남시 중원구 성남동 2784번지 1층,37.43776467,127.1456199,2018-04-04,76,01,,,,09:00,18:00,031-731-8962,성남시,031-729-3703,2020-06-30
스피드메이트 수정충전소점,03,경기도 성남시 수정구 성남대로 1543,경기도 성남시 수정구 복정동 261-12번지,37.4678704,127.1258329,2018-07-17,70,01,,,,09:00,18:00,031-722-1142,성남시,031-729-3703,2020-06-30
형제지프,03,경기도 성남시 수정구 설개로2번길 7-6,경기도 성남시 수정구 시흥동 83-4번지,37.42102393,127.1046154,2018-09-05,76,01,,,,09:00,18:00,031-757-6743,성남시,031-729-3703,2020-06-30
준모터스,03,경기도 성남시 수정구 복정로134번길 12,경기도 성남시 수정구 복정동 650-15번지,37.46471423,127.1282783,2018-11-05,140.73,01,,,,09:00,18:00,031-755-8295,성남시,031-729-3703,2020-06-30
(주)동양공업사,01,경기도 성남시 중원구 순환로 116,경기도 성남시 중원구 상대원동 358-2번지,37.43414952,127.1798491,1976-04-20,2665,01,,,,09:00,18:00,031-746-7007,성남시,031-729-3703,2020-06-30
제이와이모터스 오토테크 분당점,03,경기도 성남시 분당구 동원로 13,경기도 성남시 분당구 동원동 100-2번지 그랜드빌 1층,37.3451617,127.1000409,2014-11-19,162,01,,,,09:00,18:00,031-762-1833,성남시,031-729-3703,2020-06-30
(주)에프엠케이,03,경기도 성남시 분당구 대왕판교로 311,경기도 성남시 분당구 궁내동 286-1번지,37.37143451,127.1013944,2014-12-08,418,01,,,,09:00,18:00,031-608-3060,성남시,031-729-3703,2020-06-30
성운 자동차정비소,03,경기도 성남시 중원구 보통골로14번길 8,경기도 성남시 중원구 상대원동 378-12번지,37.43474998,127.1807771,2015-02-24,54,01,,,,09:00,18:00,031-735-0555,성남시,031-729-3703,2020-06-30
AUTO R S MOTORS,03,경기도 성남시 분당구 동원로 15,경기도 성남시 분당구 동원동 100-1번지,37.34535311,127.0995762,2015-04-02,385,01,,,,09:00,18:00,031-716-1114,성남시,031-729-3703,2020-06-30
원태호자동차오토케어,03,경기도 성남시 분당구 운중로267번길 3-7,경기도 성남시 분당구 판교동 589번지 102호,37.38941593,127.0918608,2015-07-22,92,01,,,,09:00,18:00,031-8017-8550,성남시,031-729-3703,2020-06-30
주식회사 에스엔테크,03,경기도 성남시 분당구 운중로267번길 3-7,경기도 성남시 분당구 판교동 589번지 101호,37.38941593,127.0918608,2015-07-28,125,01,,,,09:00,18:00,031-781-3345,성남시,031-729-3703,2020-06-30
판교 모터스 유한회사,02,경기도 성남시 수정구 사송로77번길 68,경기도 성남시 수정구 사송동 356-2번지,37.40934497,127.1143041,2016-05-23,478,01,,,,09:00,18:00,031-755-4979,성남시,031-729-3703,2020-06-30
(주)하이클래스오토모빌,02,경기도 성남시 수정구 설개로2번길 16,경기도 성남시 수정구 시흥동 205-2번지,37.42148243,127.1037304,2018-03-13,1454,01,,,,09:00,18:00,031-000-0000,성남시,031-729-3703,2020-06-30
미조프라자,03,경기도 성남시 분당구 판교로479번길 15,경기도 성남시 분당구 야탑동 532-2번지,37.40576503,127.1260181,1997-04-07,142,01,,,,09:00,18:00,031-709-4422,성남시,031-729-3703,2020-06-30
K TOP MOTORS,03,경기도 성남시 분당구 불정로 420,경기도 성남시 분당구 서현동 335-1번지,37.37659186,127.1403036,1997-08-06,80,01,,,,09:00,18:00,031-781-9400,성남시,031-729-3703,2020-06-30
현대 하이테크서비스,03,경기도 성남시 분당구 불정로65번길 2,경기도 성남시 분당구 정자동 140-1번지,37.36020546,127.1118952,1998-04-16,95,01,,,,09:00,18:00,031-713-5210,성남시,031-729-3703,2020-06-30
성보카세차장,03,경기도 성남시 중원구 금상로67번길 3,경기도 성남시 중원구 금광동 150번지,37.44133178,127.1628793,1998-06-11,103,01,,,,09:00,18:00,031-743-9121,성남시,031-729-3703,2020-06-30
오토오아시스야탑NC점,03,경기도 성남시 분당구 야탑로81번길 11,경기도 성남시 분당구 야탑동 357-1번지 5층,37.41093891,127.1274862,1998-06-19,132,01,,,,09:00,18:00,031-708-9006,성남시,031-729-3703,2020-06-30
솔로몬카프라자,03,경기도 성남시 분당구 분당로 313,경기도 성남시 분당구 분당동 171-17번지,37.36696724,127.1417126,1998-06-19,76,01,,,,09:00,18:00,031-704-1637,성남시,031-729-3703,2020-06-30
고박사카센타,03,경기도 성남시 중원구 시민로 5,경기도 성남시 중원구 하대원동 135-3번지,37.43053507,127.1512372,1998-06-30,79,01,,,,09:00,18:00,031-751-4776,성남시,031-729-3703,2020-06-30
진오자동차공업사,03,경기도 성남시 수정구 태평로 48,경기도 성남시 수정구 태평동 5008번지,37.4489532,127.132035,1998-06-30,82,01,,,,09:00,18:00,031-753-2636,성남시,031-729-3703,2020-06-30
성종카센타,03,경기도 성남시 중원구 금빛로69번길 12,경기도 성남시 중원구 금광동 3003번지,37.44787305,127.1655386,1998-07-06,76,01,,,,09:00,18:00,031-734-2094,성남시,031-729-3703,2020-06-30
(주)선진모터스,02,경기도 성남시 분당구 대왕판교로 271,경기도 성남시 분당구 궁내동 204-2번지,37.36800707,127.1013266,2005-03-21,653,02,,2018-02-13,2019-02-12,09:00,18:00,02-3270-2111,성남시,031-729-3703,2020-06-30
극동카센터,03,경기도 성남시 분당구 백현로156번길 9,경기도 성남시 분당구 정자동 49-10번지,37.37185483,127.1147214,1998-10-26,59,01,,,,09:00,18:00,031-701-5200,성남시,031-729-3703,2020-06-30
백두산 카서비스,03,경기도 성남시 분당구 성남대로 776,경기도 성남시 분당구 이매동 87-6번지,37.39876242,127.1292454,1998-11-04,76,01,,,,09:00,18:00,031-707-9039,성남시,031-729-3703,2020-06-30
(주)선진모터스,02,경기도 성남시 분당구 대왕판교로 271,경기도 성남시 분당구 궁내동 204-2번지,37.36800707,127.1013266,2005-03-21,653,02,,2018-02-13,2019-02-12,09:00,18:00,02-3270-2111,성남시,031-729-3703,2020-06-30
서현자동차써비스(주),02,경기도 성남시 분당구 새마을로 23,경기도 성남시 분당구 서현동 231-16번지,37.38397786,127.133023,1999-05-17,1401,01,,,,09:00,18:00,031-702-4040,성남시,031-729-3703,2020-06-30
동경공업사,02,경기도 성남시 수정구 희망로 528,경기도 성남시 수정구 산성동 2176-1번지,37.45064463,127.1520824,1999-12-22,595,01,,,,09:00,18:00,031-748-9555,성남시,031-729-3703,2020-06-30
삼성모터스,03,경기도 성남시 분당구 백현로144번길 20,경기도 성남시 분당구 정자동 37-4번지,37.3724335,127.1126224,2006-04-28,72,01,,,,09:00,18:00,031-715-6880,성남시,031-729-3703,2020-06-30
